t9-t11--z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-w2-w3-t6-t11-t16--M5-t12-53861-0.866537261204591-0.8866259675498908,t9,t11,-z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-w2-w3-t6-t11-t16-,M5,t12,0.866537261,0.886625968
t14-t11--z0-z1-w4-t15-t10-w5-t7-t8-w2-w3-t6-t9-t11-t12-t13-t16-t17--M5-t13-53861-0.8846409344009827-0.8920451320936538,t14,t11,-z0-z1-w4-t15-t10-w5-t7-t8-w2-w3-t6-t9-t11-t12-t13-t16-t17-,M5,t13,0.884640934,0.892045132
t9-t11--z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-w2-w3-t6-t11-t16--M5-t17-53901-0.8644972531028109-0.8912075053394596,t9,t11,-z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-w2-w3-t6-t11-t16-,M5,t17,0.864497253,0.891207505
t12-t11--z0-z1-w4-t15-t10-w5-t7-t8-t14-w2-w3-t6-t9-t11-t13-t16-t17--M5-t16-53901-0.8845386664746479-0.8941159931147702,t12,t11,-z0-z1-w4-t15-t10-w5-t7-t8-t14-w2-w3-t6-t9-t11-t13-t16-t17-,M5,t16,0.884538666,0.894115993
t9-t11--z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-w2-w3-t6-t11-t16--M5-w3-53947-0.8624620476024211-0.8630068039796974,t9,t11,-z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-w2-w3-t6-t11-t16-,M5,w3,0.862462048,0.863006804
t9-t11--z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-w2-w3-t6-t11-t16--M5-t6-53994-0.8604316333971035-0.8637339082843888,t9,t11,-z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-w2-w3-t6-t11-t16-,M5,t6,0.860431633,0.863733908
t8-w5--z0-z1-w4-t15-t10-w5-t7-w2-w3-t6-t9-t11-t12-t13-t14-t16-t17--M6-t6-54162-0.8815595949183368-0.8834029055056193,t8,w5,-z0-z1-w4-t15-t10-w5-t7-w2-w3-t6-t9-t11-t12-t13-t14-t16-t17-,M6,t6,0.881559595,0.883402906
t8-w5--z0-z1-w4-t15-t10-w5-t7-w2-w3-t6-t9-t11-t12-t13-t14-t16-t17--M6-t9-54220-0.8799581611148444-0.882426811174562,t8,w5,-z0-z1-w4-t15-t10-w5-t7-w2-w3-t6-t9-t11-t12-t13-t14-t16-t17-,M6,t9,0.879958161,0.882426811
t6-w5--z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w2-w3-t11--M6-t14-54228-0.8817981231594965-0.8824757002450437,t6,w5,-z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w2-w3-t11-,M6,t14,0.881798123,0.8824757
t8-w5--z0-z1-w4-t15-t10-w5-t7-w2-w3-t6-t9-t11-t12-t13-t14-t16-t17--M6-t11-54278-0.8783596364626354-0.8814712274132936,t8,w5,-z0-z1-w4-t15-t10-w5-t7-w2-w3-t6-t9-t11-t12-t13-t14-t16-t17-,M6,t11,0.878359636,0.881471227
t6-w5--z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w2-w3-t11--M6-t12-54278-0.8801962560475917-0.88077294555778,t6,w5,-z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w2-w3-t11-,M6,t12,0.880196256,0.880772946
t14-w5--z0-z1-w4-t15-t10-w5-t7-t8-w2-w3-t6-t9-t11-t12-t13-t16-t17--M6-t13-54294-0.8808132842116995-0.8815224434921751,t14,w5,-z0-z1-w4-t15-t10-w5-t7-t8-w2-w3-t6-t9-t11-t12-t13-t16-t17-,M6,t13,0.880813284,0.881522443
t9-w5--z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-w2-w3-t6-t11-t16--M6-t17-54294-0.8807644872389091-0.8824426842776408,t9,w5,-z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-w2-w3-t6-t11-t16-,M6,t17,0.880764487,0.882442684
t6-w5--z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w2-w3-t11--M6-t16-54313-0.8785972988741148-0.8809303150849148,t6,w5,-z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w2-w3-t11-,M6,t16,0.878597299,0.880930315
t6-w3--z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w2-w3-t11--M7-t17-54712-0.8638878056126836-0.8653987916048824,t6,w3,-z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w2-w3-t11-,M7,t17,0.863887806,0.865398792
t6-w3--z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w2-w3-t11--M7-t13-54746-0.8624346231740698-0.8631499928376983,t6,w3,-z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w2-w3-t11-,M7,t13,0.862434623,0.863149993
t17-w3--z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-w2-w3-t6-t9-t11-t13-t16--M7-t16-54746-0.8638848894682747-0.8645021171940103,t17,w3,-z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-w2-w3-t6-t9-t11-t13-t16-,M7,t16,0.863884889,0.864502117
t6-w3--z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w2-w3-t11--M7-t9-54780-0.8609838851954729-0.8610995125671652,t6,w3,-z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w2-w3-t11-,M7,t9,0.860983885,0.861099513
t13-w3--z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-w2-w3-t6-t9-t11-t16--M7-t11-54781-0.8616980515053493-0.8622896536144508,t13,w3,-z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-w2-w3-t6-t9-t11-t16-,M7,t11,0.861698052,0.862289654
t12-w3--z0-z1-w4-t15-t10-w5-t7-t8-t14-w2-w3-t6-t9-t11-t13-t16-t17--M8-t6-55112-0.8450140078480757-0.8459261732589869,t12,w3,-z0-z1-w4-t15-t10-w5-t7-t8-t14-w2-w3-t6-t9-t11-t13-t16-t17-,M8,t6,0.845014008,0.845926173
t12-w3--z0-z1-w4-t15-t10-w5-t7-t8-t14-w2-w3-t6-t9-t11-t13-t16-t17--M8-t9-55165-0.8429111350484906-0.8439343529313322,t12,w3,-z0-z1-w4-t15-t10-w5-t7-t8-t14-w2-w3-t6-t9-t11-t13-t16-t17-,M8,t9,0.842911135,0.843934353
t6-w3--z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w2-w3-t11--M8-t17-55165-0.8438210304759299-0.8452969186047901,t6,w3,-z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w2-w3-t11-,M8,t17,0.84382103,0.845296919
t12-w3--z0-z1-w4-t15-t10-w5-t7-t8-t14-w2-w3-t6-t9-t11-t13-t16-t17--M8-t11-55211-0.8408134953858359-0.8429976809921236,t12,w3,-z0-z1-w4-t15-t10-w5-t7-t8-t14-w2-w3-t6-t9-t11-t13-t16-t17-,M8,t11,0.840813495,0.842997681
t9-w3--z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-w2-w3-t6-t11-t16--M8-t13-55218-0.8418341669238433-0.8424193147738209,t9,w3,-z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-w2-w3-t6-t11-t16-,M8,t13,0.841834167,0.842419315
t6-w3--z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w2-w3-t11--M8-t16-55218-0.8417211264788063-0.8437957858099209,t6,w3,-z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w2-w3-t11-,M8,t16,0.841721126,0.843795786
t6-t8--z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w2-w3-t11--M9-t14-55525-0.8181835683836108-0.8285308637390775,t6,t8,-z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w2-w3-t11-,M9,t14,0.818183568,0.828530864
t6-t8--z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w2-w3-t11--M9-t12-55564-0.8168622745665953-0.827086339336544,t6,t8,-z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w2-w3-t11-,M9,t12,0.816862275,0.827086339
t14-t8--z0-z1-w4-t15-t10-w5-t7-t8-w2-w3-t6-t9-t11-t12-t13-t16-t17--M9-t9-55565-0.8271928599587918-0.8272235676516505,t14,t8,-z0-z1-w4-t15-t10-w5-t7-t8-w2-w3-t6-t9-t11-t12-t13-t16-t17-,M9,t9,0.82719286,0.827223568
t14-t8--z0-z1-w4-t15-t10-w5-t7-t8-w2-w3-t6-t9-t11-t12-t13-t16-t17--M9-t11-55604-0.8258570169358108-0.8267535720618283,t14,t8,-z0-z1-w4-t15-t10-w5-t7-t8-w2-w3-t6-t9-t11-t12-t13-t16-t17-,M9,t11,0.825857017,0.826753572
t6-t8--z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w2-w3-t11--M9-t17-55615-0.8155431145217776-0.8278062210807553,t6,t8,-z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w2-w3-t11-,M9,t17,0.815543115,0.827806221
t9-t8--z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-w2-w3-t6-t11-t16--M9-t13-55616-0.8258320596878743-0.8267359982856453,t9,t8,-z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-w2-w3-t6-t11-t16-,M9,t13,0.82583206,0.826735998
t12-t8--z0-z1-w4-t15-t10-w5-t7-t8-t14-w2-w3-t6-t9-t11-t13-t16-t17--M9-t16-55629-0.825695062210356-0.8278737659564024,t12,t8,-z0-z1-w4-t15-t10-w5-t7-t8-t14-w2-w3-t6-t9-t11-t13-t16-t17-,M9,t16,0.825695062,0.827873766
t10-t8--z0-z1-w4-t15-w2-w3-w5-t6-t7-t8-t9-t11-t12-t13-t14-t16-t17--M10-w2-56057-0.7734085193442951-0.8016384259064927,t10,t8,-z0-z1-w4-t15-w2-w3-w5-t6-t7-t8-t9-t11-t12-t13-t14-t16-t17-,M10,w2,0.773408519,0.801638426
t10-t8--z0-z1-w4-t15-w2-w3-w5-t6-t7-t8-t9-t11-t12-t13-t14-t16-t17--M10-w3-56145-0.7715877555801895-0.8005913563655414,t10,t8,-z0-z1-w4-t15-w2-w3-w5-t6-t7-t8-t9-t11-t12-t13-t14-t16-t17-,M10,w3,0.771587756,0.800591356
w2-t8--z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w3-t6-t11--M10-t14-56145-0.7997512030982379-0.8116322368313236,w2,t8,-z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w3-t6-t11-,M10,t14,0.799751203,0.811632237
w2-t8--z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w3-t6-t11--M10-t12-56211-0.797868423203163-0.8096172157530741,w2,t8,-z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w3-t6-t11-,M10,t12,0.797868423,0.809617216
t10-t8--z0-z1-w4-t15-w2-w3-w5-t6-t7-t8-t9-t11-t12-t13-t14-t16-t17--M10-t6-56227-0.7697712782709158-0.7996090963354993,t10,t8,-z0-z1-w4-t15-w2-w3-w5-t6-t7-t8-t9-t11-t12-t13-t14-t16-t17-,M10,t6,0.769771278,0.799609096
w3-t8--z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w2-t6-t11--M10-t17-56227-0.7987065985757483-0.8116326072686277,w3,t8,-z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w2-t6-t11-,M10,t17,0.798706599,0.811632607
t14-t8--z0-z1-w4-t15-t10-w5-t7-t8-w2-w3-t6-t9-t11-t12-t13-t16-t17--M10-t9-56227-0.8097214865232519-0.8097515456302776,t14,t8,-z0-z1-w4-t15-t10-w5-t7-t8-w2-w3-t6-t9-t11-t12-t13-t16-t17-,M10,t9,0.809721487,0.809751546
w2-t8--z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w3-t6-t11--M10-t13-56267-0.7959900757617306-0.8087294734388779,w2,t8,-z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w3-t6-t11-,M10,t13,0.795990076,0.808729473
t10-t8--z0-z1-w4-t15-w2-w3-w5-t6-t7-t8-t9-t11-t12-t13-t14-t16-t17--M10-t11-56278-0.7679590773252718-0.8086922033802526,t10,t8,-z0-z1-w4-t15-w2-w3-w5-t6-t7-t8-t9-t11-t12-t13-t14-t16-t17-,M10,t11,0.767959077,0.808692203
w3-t8--z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w2-t6-t11--M10-t16-56278-0.7968262778959715-0.8098424602341485,w3,t8,-z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w2-t6-t11-,M10,t16,0.796826278,0.80984246
