t9-t13--z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-w2-w3-t6-t11-t16--M1-t14-52154-0.943027260699784-0.9489044590056122,t9,t13,-z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-w2-w3-t6-t11-t16-,M1,t14,0.943027261,0.948904459
t9-t13--z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-w2-w3-t6-t11-t16--M1-t17-52174-0.9414409544161675-0.9617259618815368,t9,t13,-z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-w2-w3-t6-t11-t16-,M1,t17,0.941440954,0.961725962
t14-t13--z0-z1-w4-t15-t10-w5-t7-t8-w2-w3-t6-t9-t11-t12-t13-t16-t17--M1-t16-52179-0.9472444746124503-0.9684735880920986,t14,t13,-z0-z1-w4-t15-t10-w5-t7-t8-w2-w3-t6-t9-t11-t12-t13-t16-t17-,M1,t16,0.947244475,0.968473588
t9-t13--z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-w2-w3-t6-t11-t16--M1-t6-52203-0.9398573165258522-0.9402738517535095,t9,t13,-z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-w2-w3-t6-t11-t16-,M1,t6,0.939857317,0.940273852
t9-t13--z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-w2-w3-t6-t11-t16--M1-t11-52228-0.9382763425402205-0.9433113842292307,t9,t13,-z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-w2-w3-t6-t11-t16-,M1,t11,0.938276343,0.943311384
z1-t10--z0-w2-w3-w4-w5-t6-t7-t8-t9-t10-t11-t12-t13-t14-t15-t16-t17--M2-w2-52444-0.7602865554706821-0.9442492315243115,z1,t10,-z0-w2-w3-w4-w5-t6-t7-t8-t9-t10-t11-t12-t13-t14-t15-t16-t17-,M2,w2,0.760286555,0.944249232
z1-t10--z0-w2-w3-w4-w5-t6-t7-t8-t9-t10-t11-t12-t13-t14-t15-t16-t17--M2-w3-52494-0.7582413317434336-0.9424589771646749,z1,t10,-z0-w2-w3-w4-w5-t6-t7-t8-t9-t10-t11-t12-t13-t14-t15-t16-t17-,M2,w3,0.758241332,0.942458977
w2-t10--z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w3-t6-t11--M2-t14-52494-0.9417091354002203-0.949585786466227,w2,t10,-z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w3-t6-t11-,M2,t14,0.941709135,0.949585786
w2-t10--z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w3-t6-t11--M2-t12-52558-0.9391758723114172-0.9468985774864188,w2,t10,-z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w3-t6-t11-,M2,t12,0.939175872,0.946898577
z1-t10--z0-w2-w3-w4-w5-t6-t7-t8-t9-t10-t11-t12-t13-t14-t15-t16-t17--M2-w4-52562-0.7562016098102974-0.7885388890432017,z1,t10,-z0-w2-w3-w4-w5-t6-t7-t8-t9-t10-t11-t12-t13-t14-t15-t16-t17-,M2,w4,0.75620161,0.788538889
t14-t10--z0-z1-w4-t15-t10-w5-t7-t8-w2-w3-t6-t9-t11-t12-t13-t16-t17--M2-t11-52572-0.9470313346380788-0.9477786772573912,t14,t10,-z0-z1-w4-t15-t10-w5-t7-t8-w2-w3-t6-t9-t11-t12-t13-t16-t17-,M2,t11,0.947031335,0.947778677
w3-t10--z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w2-t6-t11--M2-t17-52578-0.9398604024027506-0.9488922629003653,w3,t10,-z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w2-t6-t11-,M2,t17,0.939860402,0.948892263
t14-t10--z0-z1-w4-t15-t10-w5-t7-t8-w2-w3-t6-t9-t11-t12-t13-t16-t17--M2-t13-52612-0.9444837544630611-0.945348198997573,t14,t10,-z0-z1-w4-t15-t10-w5-t7-t8-w2-w3-t6-t9-t11-t12-t13-t16-t17-,M2,t13,0.944483754,0.945348199
w2-t10--z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w3-t6-t11--M2-t9-52628-0.9366494238765617-0.9394280926565327,w2,t10,-z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w3-t6-t11-,M2,t9,0.936649424,0.939428093
z1-t10--z0-w2-w3-w4-w5-t6-t7-t8-t9-t10-t11-t12-t13-t14-t15-t16-t17--M2-w5-52628-0.7541673748710644-0.926866361255214,z1,t10,-z0-w2-w3-w4-w5-t6-t7-t8-t9-t10-t11-t12-t13-t14-t15-t16-t17-,M2,w5,0.754167375,0.926866361
t11-t10--z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w2-w3-t6--M2-t16-52645-0.9451654348667033-0.9464263723925687,t11,t10,-z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w2-w3-t6-,M2,t16,0.945165435,0.946426372
w4-t10--z0-z1-w2-w3-w5-t6-t7-t8-t9-t10-t11-t12-t13-t14-t15-t16-t17--M2-t6-52645-0.7863647071366024-0.9383247901715639,w4,t10,-z0-z1-w2-w3-w5-t6-t7-t8-t9-t10-t11-t12-t13-t14-t15-t16-t17-,M2,t6,0.786364707,0.93832479
z1-t10--z0-w2-w3-w4-w5-t6-t7-t8-t9-t10-t11-t12-t13-t14-t15-t16-t17--M2-t7-52679-0.7521386121653395-0.9289319633659963,z1,t10,-z0-w2-w3-w4-w5-t6-t7-t8-t9-t10-t11-t12-t13-t14-t15-t16-t17-,M2,t7,0.752138612,0.928931963
w4-t10--z0-z1-w2-w3-w5-t6-t7-t8-t9-t10-t11-t12-t13-t14-t15-t16-t17--M2-t8-52699-0.7842493313671192-0.9318190223952165,w4,t10,-z0-z1-w2-w3-w5-t6-t7-t8-t9-t10-t11-t12-t13-t14-t15-t16-t17-,M2,t8,0.784249331,0.931819022
z1-t10--z0-w2-w3-w4-w5-t6-t7-t8-t9-t10-t11-t12-t13-t14-t15-t16-t17--M2-t15-52738-0.7501153069724338-0.8588254067776914,z1,t10,-z0-w2-w3-w4-w5-t6-t7-t8-t9-t10-t11-t12-t13-t14-t15-t16-t17-,M2,t15,0.750115307,0.858825407
t8-t11--z0-z1-w4-t15-t10-w5-t7-w2-w3-t6-t9-t11-t12-t13-t14-t16-t17--M3-w2-52845-0.8676886308960418-0.9016718154129133,t8,t11,-z0-z1-w4-t15-t10-w5-t7-w2-w3-t6-t9-t11-t12-t13-t14-t16-t17-,M3,w2,0.867688631,0.901671815
t8-t11--z0-z1-w4-t15-t10-w5-t7-w2-w3-t6-t9-t11-t12-t13-t14-t16-t17--M3-w3-52895-0.8654127650876812-0.9023506718545686,t8,t11,-z0-z1-w4-t15-t10-w5-t7-w2-w3-t6-t9-t11-t12-t13-t14-t16-t17-,M3,w3,0.865412765,0.902350672
w2-t11--z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w3-t6-t11--M3-t14-52895-0.8993068149023713-0.9206830654225382,w2,t11,-z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w3-t6-t11-,M3,t14,0.899306815,0.920683065
w2-t11--z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w3-t6-t11--M3-t12-52961-0.8969480175661098-0.9202667140612382,w2,t11,-z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w3-t6-t11-,M3,t12,0.896948018,0.920266714
t14-t11--z0-z1-w4-t15-t10-w5-t7-t8-w2-w3-t6-t9-t11-t12-t13-t16-t17--M3-t13-52961-0.9182682001882572-0.9259538487092506,t14,t11,-z0-z1-w4-t15-t10-w5-t7-t8-w2-w3-t6-t9-t11-t12-t13-t16-t17-,M3,t13,0.9182682,0.925953849
t8-t11--z0-z1-w4-t15-t10-w5-t7-w2-w3-t6-t9-t11-t12-t13-t14-t16-t17--M3-t6-52978-0.8631428686616465-0.9028676866147683,t8,t11,-z0-z1-w4-t15-t10-w5-t7-w2-w3-t6-t9-t11-t12-t13-t14-t16-t17-,M3,t6,0.863142869,0.902867687
w3-t11--z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w2-t6-t11--M3-t17-52978-0.8999838907673204-0.9272049188693842,w3,t11,-z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w2-t6-t11-,M3,t17,0.899983891,0.927204919
t8-t11--z0-z1-w4-t15-t10-w5-t7-w2-w3-t6-t9-t11-t12-t13-t14-t16-t17--M3-t9-53020-0.8608789259608083-0.8970567101417526,t8,t11,-z0-z1-w4-t15-t10-w5-t7-w2-w3-t6-t9-t11-t12-t13-t14-t16-t17-,M3,t9,0.860878926,0.89705671
w3-t11--z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w2-t6-t11--M3-t16-53029-0.8976233175246383-0.9277909772297187,w3,t11,-z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w2-t6-t11-,M3,t16,0.897623318,0.927790977
w4-z1--z0-z1-w2-w3-w5-t6-t7-t8-t9-t10-t11-t12-t13-t14-t15-t16-t17--M4-w2-53265-0.9084087442307968-0.9188197834731718,w4,z1,-z0-z1-w2-w3-w5-t6-t7-t8-t9-t10-t11-t12-t13-t14-t15-t16-t17-,M4,w2,0.908408744,0.918819783
w4-z1--z0-z1-w2-w3-w5-t6-t7-t8-t9-t10-t11-t12-t13-t14-t15-t16-t17--M4-w3-53312-0.9071249900616838-0.9179136393703745,w4,z1,-z0-z1-w2-w3-w5-t6-t7-t8-t9-t10-t11-t12-t13-t14-t15-t16-t17-,M4,w3,0.90712499,0.917913639
w2-z1--z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w3-t6-t11--M4-t14-53312-0.9174595305590421-0.9194297869590138,w2,z1,-z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w3-t6-t11-,M4,t14,0.917459531,0.919429787
w4-z1--z0-z1-w2-w3-w5-t6-t7-t8-t9-t10-t11-t12-t13-t14-t15-t16-t17--M4-w5-53345-0.9058430500811475-0.9132459895619484,w4,z1,-z0-z1-w2-w3-w5-t6-t7-t8-t9-t10-t11-t12-t13-t14-t15-t16-t17-,M4,w5,0.90584305,0.91324599
w2-z1--z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w3-t6-t11--M4-t12-53345-0.9161629859090399-0.9180042269490771,w2,z1,-z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w3-t6-t11-,M4,t12,0.916162986,0.918004227
t14-z1--z0-z1-w4-t15-t10-w5-t7-t8-w2-w3-t6-t9-t11-t12-t13-t16-t17--M4-t11-53360-0.9181304579623354-0.9184304332890147,t14,z1,-z0-z1-w4-t15-t10-w5-t7-t8-w2-w3-t6-t9-t11-t12-t13-t16-t17-,M4,t11,0.918130458,0.918430433
w3-z1--z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w2-t6-t11--M4-t17-53365-0.9165547279436382-0.9194293752649907,w3,z1,-z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w2-t6-t11-,M4,t17,0.916554728,0.919429375
w4-z1--z0-z1-w2-w3-w5-t6-t7-t8-t9-t10-t11-t12-t13-t14-t15-t16-t17--M4-t6-53384-0.9045629217253947-0.9160256547994248,w4,z1,-z0-z1-w2-w3-w5-t6-t7-t8-t9-t10-t11-t12-t13-t14-t15-t16-t17-,M4,t6,0.904562922,0.916025655
w5-z1--z0-z1-w4-t15-t10-w2-w3-t6-t7-t8-t9-t11-t12-t13-t14-t16-t17--M4-t10-53384-0.9119553994460214-0.9120490481046478,w5,z1,-z0-z1-w4-t15-t10-w2-w3-t6-t7-t8-t9-t11-t12-t13-t14-t16-t17-,M4,t10,0.911955399,0.912049048
t14-z1--z0-z1-w4-t15-t10-w5-t7-t8-w2-w3-t6-t9-t11-t12-t13-t16-t17--M4-t13-53395-0.9168329651644245-0.9173187778414242,t14,z1,-z0-z1-w4-t15-t10-w5-t7-t8-w2-w3-t6-t9-t11-t12-t13-t16-t17-,M4,t13,0.916832965,0.917318778
w3-z1--z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w2-t6-t11--M4-t9-53395-0.91525946195166-0.9166384607632986,w3,z1,-z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w2-t6-t11-,M4,t9,0.915259462,0.916638461
w2-z1--z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w3-t6-t11--M4-t16-53411-0.9148682735229943-0.9180921441923775,w2,z1,-z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-t9-t16-w3-t6-t11-,M4,t16,0.914868274,0.918092144
w4-z1--z0-z1-w2-w3-w5-t6-t7-t8-t9-t10-t11-t12-t13-t14-t15-t16-t17--M4-t7-53431-0.9032846024342552-0.9124885354196248,w4,z1,-z0-z1-w2-w3-w5-t6-t7-t8-t9-t10-t11-t12-t13-t14-t15-t16-t17-,M4,t7,0.903284602,0.912488535
w5-z1--z0-z1-w4-t15-t10-w2-w3-t6-t7-t8-t9-t11-t12-t13-t14-t16-t17--M4-t8-53432-0.910666633179163-0.9135668791418246,w5,z1,-z0-z1-w4-t15-t10-w2-w3-t6-t7-t8-t9-t11-t12-t13-t14-t16-t17-,M4,t8,0.910666633,0.913566879
w4-z1--z0-z1-w2-w3-w5-t6-t7-t8-t9-t10-t11-t12-t13-t14-t15-t16-t17--M4-t15-53486-0.9020080896511772-0.9083790622244058,w4,z1,-z0-z1-w2-w3-w5-t6-t7-t8-t9-t10-t11-t12-t13-t14-t15-t16-t17-,M4,t15,0.90200809,0.908379062
t9-t11--z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-w2-w3-t6-t11-t16--M5-t14-53813-0.8685820832407594-0.8867881932012204,t9,t11,-z0-z1-w4-t15-t10-w5-t7-t8-t14-t12-t17-t13-w2-w3-t6-t11-t16-,M5,t14,0.868582083,0.886788193
