M2,977273,z1,t10,1,58,70,-z1-w3-,dropped
M3,968122,t8,t11,1,84,95.7,-t8-w3-,dropped
M4,523257,w4,z1,1,112,118.3,-w4-w3-,dropped
M5,874671,t9,t11,1,144,161.5,-t9-w3-,dropped
M10,863541,t10,t8,1,291,301.5,-t10-w3-,dropped
M11,562047,w5,t13,2,320,327,-w5-t15-w3-,dropped
M2,977273,z1,t10,2,58,385.8,-z1-t7-w3-,dropped
M15,991397,t7,t11,1,431,443,-t7-w3-,dropped
M2,977273,z1,t10,1,58,66,-z1-w2-,dropped
M3,968122,t8,t11,1,84,454.9,-t8-w3-,dropped
M3,968122,t8,t11,1,84,91.8,-t8-w2-,dropped
M4,523257,w4,z1,3,112,457,-w4-w5-t8-w3-,dropped
M5,874671,t9,t11,1,144,460.5,-t9-w3-,dropped
M10,863541,t10,t8,1,291,464,-t10-w3-,dropped
M2,977273,z1,t10,2,58,468,-z1-w4-w3-,dropped
M15,991397,t7,t11,1,431,472,-t7-w3-,dropped
M11,562047,w5,t13,3,320,474.3,-w5-t15-t7-w3-,dropped
M3,968122,t8,t11,2,84,478.2,-t8-t9-w3-,dropped
M5,874671,t9,t11,1,144,481.7,-t9-w3-,dropped
M4,523257,w4,z1,1,112,116.2,-w4-w2-,dropped
M11,562047,w5,t13,1,320,326.9,-w5-w2-,dropped
M16,875016,t10,t9,2,464,485.3,-t10-w2-w3-,dropped
M2,977273,z1,t10,3,58,489.3,-z1-w5-w2-w3-,dropped
M15,991397,t7,t11,2,431,493.3,-t7-w2-w3-,dropped
M4,523257,w4,z1,2,112,495.4,-w4-w2-w3-,dropped
M11,562047,w5,t13,2,320,497.7,-w5-w2-w3-,dropped
M10,863541,t10,t8,2,291,501.2,-t10-w2-w3-,dropped
M10,863541,t10,t8,1,291,298,-t10-w2-,dropped
M15,991397,t7,t11,1,431,439,-t7-w2-,dropped
M3,968122,t8,t11,2,84,505.1,-t8-t9-w3-,dropped
M16,875016,t10,t9,1,464,471.2,-t10-w2-,dropped
M5,874671,t9,t11,1,144,508.6,-t9-w3-,dropped
M16,875016,t10,t9,1,464,512.2,-t10-w3-,dropped
M2,977273,z1,t10,2,58,516.2,-z1-t15-w3-,dropped
M4,523257,w4,z1,2,112,518.3,-w4-t15-w3-,dropped
M11,562047,w5,t13,2,320,520.6,-w5-t15-w3-,dropped
M15,991397,t7,t11,2,431,524.6,-t7-t8-w3-,dropped
M3,968122,t8,t11,1,84,528.5,-t8-w3-,dropped
M17,790517,w2,t13,1,498,532.4,-w2-w3-,dropped
M2,977273,z1,t10,2,58,475.2,-z1-w5-w2-,dropped
M17,790517,w2,t13,0,498,498,-w2-,dropped
M10,863541,t10,t8,2,291,535.9,-t10-w2-w3-,dropped
M4,523257,w4,z1,3,112,519.3,-w4-w5-t10-w2-,dropped
M2,977273,z1,t10,3,58,539.9,-z1-w5-w2-w3-,dropped
M10,863541,t10,t8,1,291,522.8,-t10-w2-,dropped
M4,523257,w4,z1,4,112,542,-w4-w5-t10-w2-w3-,dropped
M15,991397,t7,t11,2,431,546,-t7-w2-w3-,dropped
M15,991397,t7,t11,1,431,526.8,-t7-w2-,dropped
M11,562047,w5,t13,3,320,529.1,-w5-t15-t7-w2-,dropped
M11,562047,w5,t13,4,320,548.3,-w5-t15-t7-w2-w3-,dropped
M3,968122,t8,t11,2,84,552.2,-t8-t9-w3-,dropped
M16,875016,t10,t9,1,464,551.9,-t10-w2-,dropped
M5,874671,t9,t11,1,144,555.7,-t9-w3-,dropped
M18,640222,w5,z0,2,523,554.5,-w5-t10-w2-,dropped
M2,977273,z1,t10,2,58,558.5,-z1-w4-w2-,dropped
M16,875016,t10,t9,2,464,559.3,-t10-t8-w3-,dropped
M2,977273,z1,t10,2,58,563.3,-z1-w5-w3-,dropped
M4,523257,w4,z1,1,112,560.6,-w4-w2-,dropped
M10,863541,t10,t8,1,291,564.1,-t10-w2-,dropped
M18,640222,w5,z0,1,523,565.9,-w5-w3-,dropped
M15,991397,t7,t11,2,431,568.1,-t7-t8-w2-,dropped
M19,580040,t8,z1,1,557,570.5,-t8-w2-,dropped
M4,523257,w4,z1,2,112,568,-w4-w5-w3-,dropped
M11,562047,w5,t13,1,320,570.3,-w5-w3-,dropped
M16,875016,t10,t9,2,464,574.1,-t10-t8-w2-,dropped
M3,968122,t8,t11,1,84,578,-t8-w2-,dropped
M3,968122,t8,t11,2,84,574.3,-t8-t9-w3-,dropped
M5,874671,t9,t11,1,144,577.8,-t9-w3-,dropped
M2,977273,z1,t10,3,58,582,-z1-w4-t8-w2-,dropped
M15,991397,t7,t11,3,431,581.8,-t7-w2-t9-w3-,dropped
M4,523257,w4,z1,3,112,584.1,-w4-w5-t8-w2-,dropped
M2,977273,z1,t10,1,58,585.8,-z1-w3-,dropped
M11,562047,w5,t13,2,320,586.4,-w5-t8-w2-,dropped
M18,640222,w5,z0,1,523,590.8,-w5-w3-,dropped
M15,991397,t7,t11,2,431,590.4,-t7-t8-w2-,dropped
M19,580040,t8,z1,1,557,592.8,-t8-w2-,dropped
M4,523257,w4,z1,2,112,592.9,-w4-w5-w3-,dropped
M20,773543,w5,t6,1,582,596,-w5-w3-,dropped
M16,875016,t10,t9,2,464,596.4,-t10-t8-w2-,dropped
M11,562047,w5,t13,1,320,598.3,-w5-w3-,dropped
M3,968122,t8,t11,1,84,600.3,-t8-w2-,dropped
M16,875016,t10,t9,1,464,602,-t10-w3-,dropped
M2,977273,z1,t10,3,58,604.3,-z1-w4-t8-w2-,dropped
M10,863541,t10,t8,1,291,605.5,-t10-w3-,dropped
M4,523257,w4,z1,3,112,606.4,-w4-w5-t8-w2-,dropped
M2,977273,z1,t10,2,58,609.5,-z1-w4-w3-,dropped
M11,562047,w5,t13,2,320,608.7,-w5-t8-w2-,dropped
M15,991397,t7,t11,2,431,612.7,-t7-t8-w2-,dropped
M18,640222,w5,z0,2,523,612.1,-w5-t10-w3-,dropped
M19,580040,t8,z1,1,557,615.1,-t8-w2-,dropped
M4,523257,w4,z1,3,112,614.2,-w4-w5-t10-w3-,dropped
M20,773543,w5,t6,2,582,617.3,-w5-t10-w3-,dropped
M16,875016,t10,t9,2,464,618.7,-t10-t8-w2-,dropped
M11,562047,w5,t13,1,320,621.7,-w5-w3-,dropped
M3,968122,t8,t11,1,84,622.6,-t8-w2-,dropped
M2,977273,z1,t10,3,58,626.6,-z1-w4-t8-w2-,dropped
M3,968122,t8,t11,2,84,625.6,-t8-t9-w3-,dropped
M4,523257,w4,z1,3,112,628.7,-w4-w5-t8-w2-,dropped
M5,874671,t9,t11,1,144,629.1,-t9-w3-,dropped
M15,991397,t7,t11,3,431,633.1,-t7-w2-t9-w3-,dropped
M11,562047,w5,t13,2,320,631,-w5-t8-w2-,dropped
M15,991397,t7,t11,2,431,635,-t7-t8-w2-,dropped
M19,580040,t8,z1,1,557,637.4,-t8-w2-,dropped
M2,977273,z1,t10,2,58,637.1,-z1-w5-w3-,dropped
M16,875016,t10,t9,2,464,641,-t10-t8-w2-,dropped
M18,640222,w5,z0,1,523,639.7,-w5-w3-,dropped
M3,968122,t8,t11,1,84,644.9,-t8-w2-,dropped
M4,523257,w4,z1,2,112,641.8,-w4-w5-w3-,dropped
M20,773543,w5,t6,1,582,644.9,-w5-w3-,dropped
M2,977273,z1,t10,3,58,648.9,-z1-w4-t8-w2-,dropped
M11,562047,w5,t13,1,320,647.2,-w5-w3-,dropped
M4,523257,w4,z1,3,112,651,-w4-w5-t8-w2-,dropped
M16,875016,t10,t9,1,464,654.3,-t10-w3-,dropped
M11,562047,w5,t13,2,320,653.3,-w5-t8-w2-,dropped
M10,863541,t10,t8,1,291,657.8,-t10-w3-,dropped
M15,991397,t7,t11,2,431,657.3,-t7-t8-w2-,dropped
M19,580040,t8,z1,1,557,659.7,-t8-w2-,dropped
M2,977273,z1,t10,1,58,661.8,-z1-w3-,dropped
M16,875016,t10,t9,2,464,663.3,-t10-t8-w2-,dropped
M3,968122,t8,t11,2,84,665.7,-t8-t9-w3-,dropped
M3,968122,t8,t11,1,84,667.2,-t8-w2-,dropped
M5,874671,t9,t11,1,144,669.2,-t9-w3-,dropped
M2,977273,z1,t10,3,58,671.2,-z1-w4-t8-w2-,dropped
