z0-z1-2615,z0,z1,connected_up
z1-z0-2619,z1,z0,connected_up
z0-w2-2625,z0,w2,connected_up
w2-z0-2627,w2,z0,connected_up
z0-w3-2631,z0,w3,connected_up
w3-z0-2633,w3,z0,connected_up
z0-w4-2636,z0,w4,connected_up
w4-z0-2638,w4,z0,connected_up
z0-w5-2641,z0,w5,connected_up
w5-z0-2642,w5,z0,connected_up
z0-t6-2645,z0,t6,connected_up
t6-z0-2647,t6,z0,connected_up
z0-t7-2650,z0,t7,connected_up
t7-z0-2652,t7,z0,connected_up
z0-t8-2655,z0,t8,connected_up
t8-z0-2657,t8,z0,connected_up
z0-t9-2660,z0,t9,connected_up
t9-z0-2662,t9,z0,connected_up
z0-t10-2665,z0,t10,connected_up
t10-z0-2667,t10,z0,connected_up
z0-t11-2670,z0,t11,connected_up
t11-z0-2671,t11,z0,connected_up
z0-t12-2674,z0,t12,connected_up
t12-z0-2676,t12,z0,connected_up
z0-t13-2678,z0,t13,connected_up
t13-z0-2680,t13,z0,connected_up
z0-t14-2682,z0,t14,connected_up
t14-z0-2684,t14,z0,connected_up
z0-t15-2687,z0,t15,connected_up
t15-z0-2689,t15,z0,connected_up
z0-t16-2691,z0,t16,connected_up
t16-z0-2693,t16,z0,connected_up
z0-t17-2696,z0,t17,connected_up
t17-z0-2698,t17,z0,connected_up
z1-w2-2700,z1,w2,connected_up
w2-z1-2702,w2,z1,connected_up
z1-w3-2704,z1,w3,connected_up
w3-z1-2706,w3,z1,connected_up
z1-w4-2709,z1,w4,connected_up
w4-z1-2710,w4,z1,connected_up
z1-w5-2713,z1,w5,connected_up
w5-z1-2715,w5,z1,connected_up
z1-t6-2717,z1,t6,connected_up
t6-z1-2719,t6,z1,connected_up
z1-t7-2722,z1,t7,connected_up
t7-z1-2723,t7,z1,connected_up
z1-t8-2726,z1,t8,connected_up
t8-z1-2728,t8,z1,connected_up
z1-t9-2730,z1,t9,connected_up
t9-z1-2732,t9,z1,connected_up
z1-t10-2734,z1,t10,connected_up
t10-z1-2736,t10,z1,connected_up
z1-t11-2739,z1,t11,connected_up
t11-z1-2740,t11,z1,connected_up
z1-t12-2743,z1,t12,connected_up
t12-z1-2744,t12,z1,connected_up
z1-t13-2747,z1,t13,connected_up
t13-z1-2748,t13,z1,connected_up
z1-t14-2751,z1,t14,connected_up
t14-z1-2753,t14,z1,connected_up
z1-t15-2755,z1,t15,connected_up
t15-z1-2757,t15,z1,connected_up
z1-t16-2760,z1,t16,connected_up
t16-z1-2761,t16,z1,connected_up
z1-t17-2764,z1,t17,connected_up
t17-z1-2765,t17,z1,connected_up
w4-w2-2768,w4,w2,connected_up
w2-w4-2769,w2,w4,connected_up
w4-w3-2772,w4,w3,connected_up
w3-w4-2773,w3,w4,connected_up
w4-w5-2776,w4,w5,connected_up
w5-w4-2778,w5,w4,connected_up
w4-t6-2780,w4,t6,connected_up
t6-w4-2782,t6,w4,connected_up
w4-t7-2784,w4,t7,connected_up
t7-w4-2786,t7,w4,connected_up
w4-t8-2788,w4,t8,connected_up
t8-w4-2790,t8,w4,connected_up
w4-t9-2793,w4,t9,connected_up
t9-w4-2795,t9,w4,connected_up
w4-t10-2813,w4,t10,connected_up
t10-w4-2816,t10,w4,connected_up
w4-t11-2819,w4,t11,connected_up
t11-w4-2821,t11,w4,connected_up
w4-t12-2824,w4,t12,connected_up
t12-w4-2825,t12,w4,connected_up
w4-t13-2828,w4,t13,connected_up
t13-w4-2830,t13,w4,connected_up
w4-t14-2832,w4,t14,connected_up
t14-w4-2834,t14,w4,connected_up
w4-t15-2837,w4,t15,connected_up
t15-w4-2838,t15,w4,connected_up
w4-t16-2841,w4,t16,connected_up
t16-w4-2842,t16,w4,connected_up
w4-t17-2845,w4,t17,connected_up
t17-w4-2847,t17,w4,connected_up
t15-w2-2849,t15,w2,connected_up
w2-t15-2851,w2,t15,connected_up
t15-w3-2854,t15,w3,connected_up
w3-t15-2855,w3,t15,connected_up
t15-w5-2858,t15,w5,connected_up
w5-t15-2860,w5,t15,connected_up
t15-t6-2862,t15,t6,connected_up
t6-t15-2864,t6,t15,connected_up
t15-t7-2867,t15,t7,connected_up
t7-t15-2868,t7,t15,connected_up
t15-t8-2871,t15,t8,connected_up
t8-t15-2873,t8,t15,connected_up
t15-t9-2876,t15,t9,connected_up
t9-t15-2877,t9,t15,connected_up
t15-t10-2880,t15,t10,connected_up
t10-t15-2881,t10,t15,connected_up
t15-t11-2884,t15,t11,connected_up
t11-t15-2885,t11,t15,connected_up
t15-t12-2887,t15,t12,connected_up
t12-t15-2889,t12,t15,connected_up
t15-t13-2891,t15,t13,connected_up
t13-t15-2893,t13,t15,connected_up
t15-t14-2895,t15,t14,connected_up
t14-t15-2897,t14,t15,connected_up
t15-t16-2899,t15,t16,connected_up
t16-t15-2900,t16,t15,connected_up
t15-t17-2903,t15,t17,connected_up
t17-t15-2904,t17,t15,connected_up
t10-w2-2906,t10,w2,connected_up
w2-t10-2908,w2,t10,connected_up
t10-w3-2910,t10,w3,connected_up
w3-t10-2912,w3,t10,connected_up
t10-w5-2914,t10,w5,connected_up
w5-t10-2916,w5,t10,connected_up
t10-t6-2918,t10,t6,connected_up
t6-t10-2920,t6,t10,connected_up
t10-t7-2922,t10,t7,connected_up
t7-t10-2923,t7,t10,connected_up
t10-t8-2926,t10,t8,connected_up
t8-t10-2927,t8,t10,connected_up
t10-t9-2929,t10,t9,connected_up
t9-t10-2931,t9,t10,connected_up
t10-t11-2933,t10,t11,connected_up
t11-t10-2935,t11,t10,connected_up
t10-t12-2937,t10,t12,connected_up
t12-t10-2939,t12,t10,connected_up
t10-t13-2941,t10,t13,connected_up
t13-t10-2943,t13,t10,connected_up
t10-t14-2945,t10,t14,connected_up
t14-t10-2946,t14,t10,connected_up
t10-t16-2949,t10,t16,connected_up
t16-t10-2950,t16,t10,connected_up
t10-t17-2952,t10,t17,connected_up
t17-t10-2954,t17,t10,connected_up
w5-w2-2956,w5,w2,connected_up
w2-w5-2958,w2,w5,connected_up
w5-w3-2960,w5,w3,connected_up
w3-w5-2962,w3,w5,connected_up
w5-t6-2964,w5,t6,connected_up
t6-w5-2966,t6,w5,connected_up
w5-t7-2968,w5,t7,connected_up
t7-w5-2970,t7,w5,connected_up
w5-t8-2972,w5,t8,connected_up
t8-w5-2973,t8,w5,connected_up
w5-t9-2976,w5,t9,connected_up
t9-w5-2977,t9,w5,connected_up
w5-t11-2980,w5,t11,connected_up
t11-w5-2981,t11,w5,connected_up
w5-t12-2984,w5,t12,connected_up
t12-w5-2985,t12,w5,connected_up
w5-t13-2987,w5,t13,connected_up
t13-w5-2989,t13,w5,connected_up
w5-t14-2991,w5,t14,connected_up
t14-w5-2992,t14,w5,connected_up
w5-t16-2994,w5,t16,connected_up
t16-w5-2995,t16,w5,connected_up
w5-t17-2998,w5,t17,connected_up
t17-w5-2999,t17,w5,connected_up
t7-w2-3002,t7,w2,connected_up
w2-t7-3003,w2,t7,connected_up
t7-w3-3006,t7,w3,connected_up
w3-t7-3007,w3,t7,connected_up
t7-t6-3009,t7,t6,connected_up
t6-t7-3011,t6,t7,connected_up
t7-t8-3014,t7,t8,connected_up
t8-t7-3015,t8,t7,connected_up
t7-t9-3018,t7,t9,connected_up
t9-t7-3019,t9,t7,connected_up
t7-t11-3022,t7,t11,connected_up
t11-t7-3023,t11,t7,connected_up
t7-t12-3025,t7,t12,connected_up
t12-t7-3028,t12,t7,connected_up
t7-t13-3029,t7,t13,connected_up
t13-t7-3031,t13,t7,connected_up
t7-t14-3033,t7,t14,connected_up
t14-t7-3035,t14,t7,connected_up
t7-t16-3037,t7,t16,connected_up
t16-t7-3039,t16,t7,connected_up
t7-t17-3041,t7,t17,connected_up
t17-t7-3043,t17,t7,connected_up
t8-w2-3045,t8,w2,connected_up
w2-t8-3046,w2,t8,connected_up
t8-w3-3048,t8,w3,connected_up
w3-t8-3050,w3,t8,connected_up
t8-t6-3052,t8,t6,connected_up
t6-t8-3053,t6,t8,connected_up
t8-t9-3056,t8,t9,connected_up
t9-t8-3057,t9,t8,connected_up
t8-t11-3059,t8,t11,connected_up
t11-t8-3061,t11,t8,connected_up
t8-t12-3063,t8,t12,connected_up
t12-t8-3065,t12,t8,connected_up
t8-t13-3067,t8,t13,connected_up
t13-t8-3068,t13,t8,connected_up
t8-t14-3071,t8,t14,connected_up
t14-t8-3072,t14,t8,connected_up
t8-t16-3074,t8,t16,connected_up
t16-t8-3075,t16,t8,connected_up
t8-t17-3078,t8,t17,connected_up
t17-t8-3079,t17,t8,connected_up
t14-w2-3081,t14,w2,connected_up
w2-t14-3083,w2,t14,connected_up
t14-w3-3085,t14,w3,connected_up
w3-t14-3086,w3,t14,connected_up
t14-t6-3089,t14,t6,connected_up
t6-t14-3090,t6,t14,connected_up
t14-t9-3092,t14,t9,connected_up
t9-t14-3094,t9,t14,connected_up
t14-t11-3096,t14,t11,connected_up
t11-t14-3097,t11,t14,connected_up
t14-t12-3100,t14,t12,connected_up
t12-t14-3101,t12,t14,connected_up
t14-t13-3103,t14,t13,connected_up
t13-t14-3105,t13,t14,connected_up
t14-t16-3107,t14,t16,connected_up
t16-t14-3108,t16,t14,connected_up
t14-t17-3111,t14,t17,connected_up
t17-t14-3112,t17,t14,connected_up
t12-w2-3115,t12,w2,connected_up
w2-t12-3116,w2,t12,connected_up
t12-w3-3118,t12,w3,connected_up
w3-t12-3120,w3,t12,connected_up
t12-t6-3123,t12,t6,connected_up
t6-t12-3124,t6,t12,connected_up
t12-t9-3126,t12,t9,connected_up
t9-t12-3128,t9,t12,connected_up
t12-t11-3130,t12,t11,connected_up
t11-t12-3132,t11,t12,connected_up
t12-t13-3135,t12,t13,connected_up
t13-t12-3136,t13,t12,connected_up
t12-t16-3139,t12,t16,connected_up
t16-t12-3140,t16,t12,connected_up
t12-t17-3143,t12,t17,connected_up
t17-t12-3144,t17,t12,connected_up
t17-w2-3147,t17,w2,connected_up
w2-t17-3149,w2,t17,connected_up
t17-w3-3151,t17,w3,connected_up
w3-t17-3153,w3,t17,connected_up
t17-t6-3155,t17,t6,connected_up
t6-t17-3157,t6,t17,connected_up
t17-t9-3159,t17,t9,connected_up
t9-t17-3161,t9,t17,connected_up
t17-t11-3163,t17,t11,connected_up
t11-t17-3165,t11,t17,connected_up
t17-t13-3167,t17,t13,connected_up
t13-t17-3169,t13,t17,connected_up
t17-t16-3171,t17,t16,connected_up
t16-t17-3172,t16,t17,connected_up
t13-w2-3175,t13,w2,connected_up
w2-t13-3176,w2,t13,connected_up
t13-w3-3179,t13,w3,connected_up
w3-t13-3180,w3,t13,connected_up
t13-t6-3183,t13,t6,connected_up
t6-t13-3184,t6,t13,connected_up
t13-t9-3187,t13,t9,connected_up
t9-t13-3188,t9,t13,connected_up
t13-t11-3190,t13,t11,connected_up
t11-t13-3192,t11,t13,connected_up
t13-t16-3194,t13,t16,connected_up
t16-t13-3196,t16,t13,connected_up
t9-w2-3198,t9,w2,connected_up
w2-t9-3200,w2,t9,connected_up
t9-w3-3202,t9,w3,connected_up
w3-t9-3203,w3,t9,connected_up
t9-t6-3206,t9,t6,connected_up
t6-t9-3207,t6,t9,connected_up
t9-t11-3210,t9,t11,connected_up
t11-t9-3211,t11,t9,connected_up
t9-t16-3213,t9,t16,connected_up
t16-t9-3215,t16,t9,connected_up
t16-w2-3217,t16,w2,connected_up
w2-t16-3219,w2,t16,connected_up
t16-w3-3221,t16,w3,connected_up
w3-t16-3223,w3,t16,connected_up
t16-t6-3225,t16,t6,connected_up
t6-t16-3226,t6,t16,connected_up
t16-t11-3229,t16,t11,connected_up
t11-t16-3230,t11,t16,connected_up
w2-w3-3233,w2,w3,connected_up
